coherence_instructions,significance_instructions,purpose_instructions,AI_instructions,thisN,thisTrialN,thisRepN,in_instructions.thisRepN,in_instructions.thisTrialN,in_instructions.thisN,in_instructions.thisIndex,thisRow.t,notes,trial.started,key_resp.started,instructions.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"In this task, you’ll see short phrases describing  events from your life.
 
 • When the text has a white border, simply read the text 
 
 • When the text box has a <c=#008000>green</c> border, think about how these events fit together and form a coherent life story. 
 
 • When the text box has a <c=#FF0000>red</c> border, count the number of vowels. Keep repeating this counting task until the next screen appears. 
 
 Press any key when you’re ready!","In this task, you will read some of your personal statements. 
 
 • When the text box has a white border, simply read the text. 
 
 • When the text box has a <c=#008000>green</c> border, think about all the ways you are significant to this person. Bring to mind specific actions or moments where your presence mattered. 
 
 • When the text box has a <c=#FF0000>red</c> border, count how many vowels appear. Keep repeating this counting task until the next screen appears. 
 
 Press any key when you’re ready!","In this task, you will read a short phrases describing some of your life purposes. 
 
 • When the text box has a white border, simply read the sentence as it appears. 
 
 • When the text box has a <c=#008000>green</c> border, reflect on the life purpose shown and consider how you might work toward it. 
 
 • When the text box has a <c=#FF0000>red</c> border, count the number of vowels and continue this counting task until the next screen appears. 
 
Press any button when you're ready.","In this task, you will read scenarios describing disruptions to your life’s purpose. Try to imagine these as realistically as you can.
 
 •  White border,  read the sentence.  
 
 • c<=#008000>Green</c>  border, read the scenario, and try to reframe a new purpose despite the disruption.  
 
  • <c=#FF0000>Red</c> border, count the number of vowels and keep doing it until the next screen appears. 
 
 Press any key when you're ready. ",0,0,0,0,0,0,0,,,0.013705042001674883,,,,,,,,,,
